timestamp,rater,conv_id,Respect,Support,Education,Planning,Engagement,Communication,notes
2026-03-03T18:26:37.681Z,Pat,191,4,3,3,4,4,3,
2026-03-03T18:27:51.808Z,Pat,183,3,4,5,4,4,4,
2026-03-03T18:28:10.837Z,Pat,108,3,3,3,3,2,2,
2026-03-03T18:28:44.994Z,Pat,140,3,3,3,3,2,2,
2026-03-03T18:29:03.424Z,Pat,167,3,3,2,3,2,3,
2026-03-03T18:29:34.411Z,Pat,35,4,3,4,4,3,3,
2026-03-03T18:29:54.509Z,Pat,114,4,3,3,3,4,4,
2026-03-03T21:27:34.666Z,Beth,152,3,3,2,2,2,3,
2026-03-03T21:28:32.971Z,Beth,20,5,5,3,4,5,5,
2026-03-03T21:29:19.062Z,Beth,189,2,2,2,2,2,2,
2026-03-03T21:30:01.418Z,Beth,105,3,3,2,2,1,2,
2026-03-03T21:31:49.800Z,Beth,43,4,4,3,3,4,4,
2026-03-03T21:32:25.732Z,Beth,104,4,3,4,4,3,4,
2026-03-03T21:34:10.253Z,Beth,153,3,3,3,3,3,4,
2026-03-03T21:35:06.677Z,Beth,3,4,3,2,2,3,4,
2026-03-03T21:36:03.473Z,Beth,181,3,3,3,3,3,4,
2026-03-03T21:36:42.218Z,Beth,126,5,4,3,4,5,5,
2026-03-03T21:37:40.073Z,Beth,9,5,5,5,5,5,5,
2026-03-03T21:38:25.854Z,Beth,46,5,5,3,3,4,5,
2026-03-03T21:39:22.619Z,Beth,122,2,2,3,3,2,3,
2026-03-03T21:39:47.086Z,Beth,176,4,5,5,4,4,5,
2026-03-03T21:40:31.314Z,Beth,133,2,2,3,2,1,3,
2026-03-03T21:40:50.271Z,Beth,159,3,3,3,3,3,3,
2026-03-03T21:42:32.874Z,Beth,161,3,2,2,3,3,3,
2026-03-03T21:44:10.015Z,Beth,28,5,5,5,5,5,5,
2026-03-03T21:44:53.102Z,Beth,48,4,2,3,3,2,3,
2026-03-03T21:45:12.079Z,Beth,82,3,3,3,3,3,3,
2026-03-03T21:45:35.445Z,Beth,16,3,3,3,4,3,3,
2026-03-03T21:46:10.015Z,Beth,64,4,4,3,3,4,3,
2026-03-03T21:46:42.462Z,Beth,37,2,3,3,2,1,3,
2026-03-03T21:47:23.674Z,Beth,120,5,5,4,4,4,5,
2026-03-03T21:47:51.203Z,Beth,174,3,3,3,3,3,4,
2026-03-03T21:48:15.920Z,Beth,97,4,4,3,3,5,4,
2026-03-03T21:48:36.884Z,Beth,76,3,3,3,3,3,3,
2026-03-03T21:49:29.837Z,Beth,162,2,1,1,2,2,3,
2026-03-03T21:52:21.328Z,Beth,199,4,4,4,5,4,5,
2026-03-03T21:53:00.738Z,Beth,15,5,5,5,5,5,5,
2026-03-03T21:54:55.689Z,Beth,165,4,4,2,1,3,4,
2026-03-03T21:55:10.970Z,Beth,91,3,3,3,3,3,3,
2026-03-03T21:55:22.534Z,Beth,118,3,3,3,3,3,3,
2026-03-03T21:56:40.919Z,Beth,92,4,4,3,3,4,4,
2026-03-03T21:57:47.372Z,Beth,186,5,4,4,3,4,3,
2026-03-03T21:58:37.551Z,Beth,137,4,4,5,5,5,4,
2026-03-03T22:00:06.899Z,Beth,158,5,5,4,4,5,5,
2026-03-03T22:00:42.737Z,Beth,160,5,4,4,5,4,4,
2026-03-03T22:01:36.436Z,Beth,59,5,3,5,4,4,3,
2026-03-03T22:02:27.412Z,Beth,131,5,5,5,5,5,5,
2026-03-03T22:02:57.843Z,Beth,157,3,3,3,3,3,3,
2026-03-03T22:03:58.714Z,Beth,169,3,2,3,2,2,3,
2026-03-03T22:04:32.654Z,Beth,192,3,2,2,3,2,2,
2026-03-03T22:05:30.100Z,Beth,191,5,4,4,5,5,5,
2026-03-03T22:06:50.220Z,Beth,183,4,4,5,5,4,4,
2026-03-03T22:07:03.462Z,Beth,108,3,3,3,3,3,3,
2026-03-03T22:07:31.583Z,Beth,140,3,3,3,3,3,3,
2026-03-03T22:07:48.603Z,Beth,167,3,3,3,3,3,3,
2026-03-03T22:09:35.030Z,Beth,35,5,5,5,4,4,5,
2026-03-03T22:09:56.323Z,Beth,114,4,3,3,3,3,4,
,Josh,152,4,3,4,5,3,3,
,Josh,20,5,4,3,4,3,3,
,Josh,189,4,2,2,3,2,4,
,Josh,105,3,2,5,3,3,2,
,Josh,43,3,3,2,4,3,3,
,Josh,104,3,5,3,2,4,2,
,Josh,153,4,2,2,3,4,4,
,Josh,3,3,3,2,3,3,4,
,Josh,181,4,2,3,3,2,4,
,Josh,126,4,4,2,3,4,4,
,Josh,9,3,3,2,2,4,5,
,Josh,46,3,4,4,3,4,5,
,Josh,122,3,5,1,4,3,3,
,Josh,176,4,2,3,4,5,3,
,Josh,133,3,3,4,4,3,4,
,Josh,159,4,4,3,3,3,2,
,Josh,161,4,4,3,3,2,3,
,Josh,28,3,3,3,4,5,4,
,Josh,48,4,3,1,3,3,6,
,Josh,82,3,4,3,2,4,4,
,Josh,16,4,2,4,2,4,5,
,Josh,64,3,3,3,3,2,3,
,Josh,37,3,4,2,5,2,3,
,Josh,120,4,2,3,4,1,4,
,Josh,174,4,4,2,2,4,4,
,Josh,97,4,4,3,3,3,3,
,Josh,76,5,4,2,4,2,4,
,Josh,162,4,3,4,4,4,5,
,Josh,199,3,3,2,2,3,4,
,Josh,15,4,4,3,5,3,6,
,Josh,165,4,3,2,4,3,4,
,Josh,91,4,3,2,2,3,4,
,Josh,118,4,2,3,4,2,4,
,Josh,92,3,2,4,4,4,4,
,Josh,186,2,2,4,4,4,7,
,Josh,137,4,4,4,4,3,4,
,Josh,158,3,3,3,3,6,2,
,Josh,160,4,2,3,4,3,2,
,Josh,59,3,4,3,3,3,3,
,Josh,131,5,4,1,3,2,4,
,Josh,157,3,3,4,4,2,3,
,Josh,169,3,3,5,4,2,4,
,Josh,192,5,4,2,3,5,3,
,Josh,191,4,4,2,3,0,2,
,Josh,183,3,2,5,2,3,3,
,Josh,108,5,2,4,3,2,4,
,Josh,140,4,3,3,3,3,4,
,Josh,167,5,2,5,1,3,4,
,Josh,35,4,3,3,3,3,4,
,Josh,114,4,3,4,3,4,4,
,Jess,152,3,3,4,4,3,3,
,Jess,20,5,3,4,3,3,4,
,Jess,189,4,4,4,3,4,3,
,Jess,105,4,3,3,4,2,5,
,Jess,43,3,2,4,4,4,4,
,Jess,104,3,2,3,3,4,3,
,Jess,153,3,3,4,3,2,4,
,Jess,3,4,3,3,3,2,2,
,Jess,181,3,3,3,5,4,3,
,Jess,126,3,2,3,3,4,3,
,Jess,9,4,5,3,4,4,3,
,Jess,46,4,3,3,2,3,4,
,Jess,122,5,4,5,3,4,4,
,Jess,176,5,3,2,3,1,3,
,Jess,133,3,3,4,5,4,3,
,Jess,159,3,4,2,5,4,3,
,Jess,161,2,5,3,4,1,3,
,Jess,28,3,3,3,4,2,3,
,Jess,48,4,4,4,2,2,5,
,Jess,82,4,3,5,3,4,3,
,Jess,16,5,5,3,4,4,5,
,Jess,64,3,4,4,2,2,2,
,Jess,37,3,4,5,3,5,2,
,Jess,120,2,3,4,3,1,3,
,Jess,174,2,4,4,2,3,2,
,Jess,97,3,4,2,4,3,3,
,Jess,76,3,2,3,2,5,3,
,Jess,162,3,3,3,3,4,4,
,Jess,199,3,3,3,1,2,5,
,Jess,15,5,3,4,3,6,4,
,Jess,165,3,2,2,3,2,2,
,Jess,91,3,2,5,4,3,5,
,Jess,118,3,3,5,4,2,3,
,Jess,92,3,2,4,5,2,4,
,Jess,186,3,3,3,2,3,3,
,Jess,137,4,3,3,2,3,4,
,Jess,158,4,2,3,4,1,4,
,Jess,160,3,4,2,2,1,3,
,Jess,59,4,2,4,2,3,2,
,Jess,131,3,3,2,3,4,3,
,Jess,157,4,2,4,5,1,3,
,Jess,169,4,3,4,3,3,3,
,Jess,192,4,4,4,3,3,3,
,Jess,191,4,3,3,5,4,3,
,Jess,183,4,3,1,2,1,3,
,Jess,108,3,5,3,3,4,1,
,Jess,140,4,4,2,4,4,3,
,Jess,167,4,5,3,3,3,3,
,Jess,35,4,3,3,3,4,4,
,Jess,114,4,3,3,2,3,4,
,Jess,152,4,2,4,4,4,5,
,Jess,20,3,2,2,5,4,3,
,Jess,189,4,2,5,3,3,4,
,Jess,105,4,3,2,4,5,5,
,Jess,43,5,3,2,3,3,4,
,Jess,104,2,5,3,3,2,2,
,Jess,153,4,3,2,2,3,5,
,Jess,3,3,2,3,3,0,3,
,Jess,181,3,4,5,4,3,2,
,Jess,126,6,3,3,3,3,3,
,Jess,9,3,3,3,3,2,3,
,Jess,46,3,5,1,4,5,2,
,Jess,122,3,3,2,2,2,5,
,Jess,176,4,4,4,2,3,4,
,Jess,133,2,4,3,3,4,4,
,Jess,159,3,4,2,4,4,3,
,Jess,161,4,2,4,3,3,4,
,Jess,28,3,2,2,4,2,5,
,Jess,48,2,5,3,3,3,4,
,Jess,82,3,4,3,3,3,3,
,Jess,16,4,2,2,4,3,3,
,Jess,64,3,4,3,2,3,3,
,Jess,37,4,2,4,4,3,4,
,Jess,120,5,4,2,2,3,3,
,Jess,174,4,3,3,3,3,2,
,Jess,97,3,2,2,4,2,6,
,Jess,76,4,3,2,4,3,3,
,Jess,162,6,3,4,3,3,5,
,Jess,199,3,5,4,3,4,4,
,Jess,15,4,2,3,3,3,4,
,Jess,165,4,2,4,4,4,4,
,Jess,91,4,4,3,2,4,4,
,Jess,118,4,2,2,4,3,4,
,Jess,92,3,3,4,3,3,3,
,Jess,186,3,3,3,3,5,3,
,Jess,137,3,3,5,3,4,2,
,Jess,158,4,4,3,4,3,5,
,Jess,160,5,3,3,5,5,3,
,Jess,59,3,3,2,2,2,3,
,Jess,131,3,4,5,2,4,3,
,Jess,157,3,4,2,4,3,4,
,Jess,169,4,5,3,3,3,3,
,Jess,192,3,4,4,3,2,4,
,Jess,191,3,4,3,2,5,5,
,Jess,183,3,3,3,4,4,5,
,Jess,108,3,3,2,3,3,5,
,Jess,140,3,3,3,4,6,3,
,Jess,167,3,4,4,5,4,3,
,Jess,35,4,4,4,4,4,4,
,Jess,114,5,4,3,3,4,3,
,Sean,152,4,3,3,4,3,3,
,Sean,20,2,4,4,5,3,4,
,Sean,189,4,5,3,3,4,4,
,Sean,105,3,3,4,2,3,3,
,Sean,43,4,2,3,4,5,3,
,Sean,104,3,5,2,1,4,3,
,Sean,153,3,4,3,3,2,4,
,Sean,3,4,3,5,2,2,3,
,Sean,181,3,4,3,4,2,5,
,Sean,126,3,4,4,4,4,4,
,Sean,9,4,4,3,4,3,5,
,Sean,46,3,5,3,2,3,3,
,Sean,122,4,3,3,1,3,1,
,Sean,176,2,4,4,4,2,3,
,Sean,133,3,2,5,4,3,3,
,Sean,159,4,1,3,3,2,3,
,Sean,161,5,4,3,4,5,4,
,Sean,28,3,3,4,4,4,4,
,Sean,48,4,3,4,3,5,3,
,Sean,82,5,3,3,3,3,4,
,Sean,16,4,3,3,5,5,4,
,Sean,64,3,3,4,2,3,2,
,Sean,37,4,4,3,5,2,2,
,Sean,120,4,4,5,3,4,3,
,Sean,174,3,4,4,2,5,5,
,Sean,97,3,4,4,3,3,3,
,Sean,76,3,4,4,3,4,1,
,Sean,162,4,2,3,2,2,4,
,Sean,199,3,4,3,4,3,2,
,Sean,15,4,3,2,3,5,4,
,Sean,165,3,3,3,5,4,4,
,Sean,91,4,4,3,3,3,3,
,Sean,118,4,3,4,3,3,2,
,Sean,92,4,4,4,1,5,3,
,Sean,186,4,2,4,2,3,5,
,Sean,137,3,3,4,4,3,4,
,Sean,158,6,3,3,4,4,4,
,Sean,160,4,2,5,2,3,3,
,Sean,59,3,4,3,4,5,4,
,Sean,131,3,4,4,2,4,4,
,Sean,157,3,5,3,3,3,3,
,Sean,169,2,2,5,2,2,1,
,Sean,192,3,2,5,4,2,5,
,Sean,191,4,3,1,5,2,2,
,Sean,183,4,5,4,4,4,4,
,Sean,108,4,4,3,3,2,3,
,Sean,140,2,3,2,2,3,5,
,Sean,167,4,2,2,4,2,3,
,Sean,35,4,2,3,2,3,4,
,Sean,114,2,4,3,4,3,5,
